"","week_canton","nino34ssta_lag_8","nino34ssta_lag_7","nino34ssta_lag_6","nino34ssta_lag_5","nino34ssta_lag_4","nino34ssta_lag_3","nino34ssta_lag_2","nino34ssta_lag_1"
"123","2020-10-305",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"124","2020-10-306",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"125","2020-10-307",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"126","2020-10-308",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"127","2020-10-401",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"128","2020-10-402",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"129","2020-10-403",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"130","2020-10-404",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"131","2020-10-405",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"132","2020-10-406",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"133","2020-10-407",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"134","2020-10-408",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"135","2020-10-409",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"136","2020-10-410",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"137","2020-10-501",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"138","2020-10-502",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"139","2020-10-503",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"140","2020-10-504",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"141","2020-10-505",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"142","2020-10-506",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"143","2020-10-507",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"144","2020-10-508",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"145","2020-10-509",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"146","2020-10-510",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"147","2020-10-511",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"148","2020-10-601",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"149","2020-10-602",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"150","2020-10-603",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"151","2020-10-604",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"152","2020-10-605",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
