"","precip_total","precip_min","precip_max","precip_mean","precip_median","week_canton"
"2399",0,0,0,0,0,"2024-7-504"
"2400",0,0,0,0,0,"2024-8-504"
"2401",0,0,0,0,0,"2024-9-504"
"2402",0,0,0,0,0,"2024-10-504"
"2403",0,0,0,0,0,"2024-11-504"
"2404",0,0,0,0,0,"2024-12-504"
"2405",14.908939,0,14.908939,2.12984842857143,0,"2024-13-504"
"2406",0,0,0,0,0,"2024-14-504"
"2407",0.91106077,0,0.45123824,0.130151538571429,0.11360947,"2024-15-504"
"2408",0.0060860706,0,0.0060860706,0.000869438657142857,0,"2024-16-504"
"2409",15.105858,0,15.105858,2.15797971428571,0,"2024-17-504"
"2410",28.009331,0,12.903473,4.001333,0,"2024-18-504"
"2411",60.6804974,0,18.443443,8.66864248571428,9.221722,"2024-19-504"
"2412",62.1761015,0,25.873892,8.88230021428572,5.2645283,"2024-20-504"
"2413",28.0051329,0,26.684244,4.00073327142857,0,"2024-21-504"
"2414",44.690142,0,14.896714,6.384306,7.448357,"2024-22-504"
"2415",154.500858,12.670321,38.93234,22.0715511428571,19.005482,"2024-23-504"
"2416",128.2959005,5.2055335,38.93234,18.3279857857143,17.825571,"2024-24-504"
"2417",217.218596,7.792577,71.302284,31.031228,23.37773,"2024-25-504"
"2418",222.114425,0,75.31893,31.7306321428571,23.37773,"2024-26-504"
"2419",118.377161,0,28.356062,16.911023,14.178031,"2024-27-504"
"2420",69.4319783,0,32.409016,9.91885404285714,5.401502,"2024-28-504"
"2421",93.334482,0,56.440987,13.3334974285714,0,"2024-29-504"
"2422",63.553731,0,28.372713,9.07910442857143,0,"2024-30-504"
"2423",127.112046,0,42.559067,18.1588637142857,21.138245,"2024-31-504"
"2424",62.741541,0,12.843844,8.96307728571429,12.843844,"2024-32-504"
"2425",93.284753,0,41.138123,13.3263932857143,4.944243,"2024-33-504"
"2426",21.309228,0,13.7127075,3.04417542857143,1.5253798,"2024-34-504"
"2427",37.83696787,0.38672307,13.4410095,5.40528112428571,3.4447079,"2024-35-504"
"2428",113.3358991,6.7205048,24.859638,16.1908427285714,16.573092,"2024-36-504"
"2429",36.1400573,0,16.573092,5.16286532857143,3.6602926,"2024-37-504"
"2430",55.3755306,0,22.708336,7.91079008571429,4.0833993,"2024-38-504"
"2431",108.179554,0,45.41667,15.454222,13.351516,"2024-39-504"
"2432",133.260838,4.5687833,30.175974,19.0372625714286,18.847666,"2024-40-504"
"2433",83.479177,4.5687833,20.11239,11.9255967142857,9.137567,"2024-41-504"
"2434",26.409134,0,19.80685,3.77273342857143,0,"2024-42-504"
"2435",40.4967314,0,13.514999,5.78524734285714,4.4969554,"2024-43-504"
"2436",73.266445,0,39.834297,10.466635,0,"2024-44-504"
"2437",151.450714,0,55.072987,21.6358162857143,13.768247,"2024-45-504"
"2438",161.2416,0,69.10354,23.0345142857143,23.034515,"2024-46-504"
"2439",94.520959,0,31.609861,13.5029941428571,0,"2024-47-504"
"2440",0,0,0,0,0,"2024-48-504"
"2441",0,0,0,0,0,"2024-49-504"
"2442",0,0,0,0,0,"2024-50-504"
"2443",0,0,0,0,0,"2024-51-504"
"2444",49.37005,0,39.49604,7.05286428571429,0,"2024-52-504"
"2445",55.3757873,0,39.49604,7.91082675714286,3.9699368,"2025-1-504"
"2446",18.810734,0,18.810734,2.68724771428571,0,"2025-2-504"
"2447",0,0,0,0,0,"2025-3-504"
"2448",5.7231987,0,2.1151123,0.817599814285714,0.83128315,"2025-4-504"
"2449",0,0,0,0,0,"2025-5-504"
"2450",0,0,0,0,0,"2025-6-504"
"2451",17.3646417,0,12.266757,2.4806631,0,"2025-7-504"
"2452",7.3720376,0,3.9458346,1.05314822857143,0,"2025-8-504"
"2453",0,0,0,0,0,"2025-9-504"
"2454",3.016277,0,3.016277,0.430896714285714,0,"2025-10-504"
"2455",3.04338,0,3.04338,0.434768571428571,0,"2025-11-504"
"2456",0,0,0,0,0,"2025-12-504"
"2457",10.644207,0,10.644207,1.520601,0,"2025-13-504"
"2458",0,0,0,0,0,"2025-14-504"
"2459",10.61855,0,10.61855,1.51693571428571,0,"2025-15-504"
"2460",0,0,0,0,0,"2025-16-504"
"2461",0,0,0,0,0,"2025-17-504"
"2462",28.0082919,0,11.203317,4.00118455714286,5.6016583,"2025-18-504"
"2463",70.486357,0,23.043623,10.0694795714286,11.134255,"2025-19-504"
"2464",71.777042,0,22.07468,10.2538631428571,11.094081,"2025-20-504"
"2465",54.273477,0,20.922176,7.75335385714286,0,"2025-21-504"
"2466",17.1424424,0,10.285465,2.44892034285714,0,"2025-22-504"
"2467",159.30166,10.3167305,47.87467,22.75738,11.968667,"2025-23-504"
"2468",147.45231,16.762966,30.950193,21.0646157142857,20.633461,"2025-24-504"
"2469",75.4186382,0,25.627804,10.7740911714286,8.542601,"2025-25-504"
"2470",174.5430277,0,51.27729,24.9347182428571,34.184856,"2025-26-504"
"2471",35.4715595,1.5346987,17.092428,5.06736564285714,2.7242637,"2025-27-504"
"2472",19.2460063,0,10.731711,2.74942947142857,2.122651,"2025-28-504"
